35	您想说点啥吗，
36	我日
36	
36	
36	
36	鲜花到第一了
36	
36	
36	啊啊啊啊啊啊啊
36	
36	
36	表白所有辛苦打榜的容饭
36	
36	
36	表白拿钱砸花的容饭
36	
36	
36	爱你们
36	
36	
36	给你们跪
36	
36	
36	所有的努力没有白费
36	
36	好想哭我喜欢你的作品欧巴 你看到了吗
36	
36	看到了吗
36	
36	
36	
37	求你睡觉
37	
37	哈哈哈哈哈哈哈哈哈
37	哈哈哈哈哈哈哈哈哈哈哈哈闭嘴
37	
37	
37	
37	哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
37	话怎么这么多
37	你安静一下好吗
38	
38	//t.cn/RLs3Sdb
39	想要黑头终结套装想和朋友们来个买二送一可是他们的还没用完虽然有活动价可是我没钱送套装可以吗再送小支洗面奶 求帮助
40	忌用铁锅煮绿豆
40	因绿豆中含有元素单宁
40	高温下遇铁会变成黑色的单宁铁
40	使绿豆汤汁变黑
40	有特殊气味
40	影响食欲、味道
40	且对人体有害
40	忌用不锈钢或铁锅熬中药
40	因中药含有多种生物碱及各类生物化学物质
40	加热下
40	会与不锈钢或铁发生多种化学反应
40	会使药物失效
40	产生一定毒性
40	
41	
41	
41	换班主任 我要年轻的好聊的呵呵呵呵
41	
41	顺利
41	
41	不要和讨厌的人同班
41	
41	
41	
41	
41	
41	
41	太準了⋯來還願
41	
42	
42	
42	以后宿舍来一发
42	
42	海尔好赞哦
42	袜子和内裤终于可以很好的分开洗了吗
42	哪里买
42	
42	在哪儿买啊
42	
42	卧槽发图不发种这什么毛病
42	
42	海尔致力于黑科技，
42	对我这种每天都换袜子的
42	
42	
42	
43	不愧是最大周边商
43	
43	
43	
43	二手冰箱转让
43	
43	海尔这是要发啊
43	我的宅难道要深入化到冰箱了吗，
43	
43	难道买冰箱都要买一个系列了吗…
44	一般将食物在60~65度下加热30分钟就可杀死一般致病性微生物
44	吃剩下的饭菜不愿扔掉
44	存放的这段期间就会滋生大量的有害微生物
44	吃之前避免将食物再次直接接触炒锅加热
44	最好选择放在蒸锅上加热
44	减少其直接接触炒锅带来高温对营养素的再度损失
44	
45	反馈秀💕用了一大盒葡萄籽也白了挺多的马上军训开学了 你还想被人说成黑妹 黑仔吗葡萄籽现在已经很火了 带学校里面都很有面子你懂的
45	
46	这么多图
46	就那张牵手的糊了
46	商报君你手抖了吗庚昕组合姐弟俩加油哦
46	看好你们
47	hhhhhh
47	你的丞相
47	哈哈哈哈哈哈哈哈哈
47	我想挂这个po主不行了哈哈哈哈哈哈
47	，，，，我还是无话可说
47	po主的脑洞已经比黑洞还黑洞了
48	哦panda熊猫
48	以后就买这个
48	这牌子丑.....
48	天了一眼没看出来他穿了一身
48	牌子太low
48	颜是好的牌子是丑的
48	果然人好看穿什麼也好看呢
49	海尔你辣么屌你的用户们知道吗
50	[幸运之星] -恭喜
50	您的新浪微博账号已被系统确认为活动二等奖幸运用户
50	请登陆://t.cn/RLsot5M查收
50	
51	无法想象弟弟和姐姐抢抱枕的画面233333
52	
52	
52	意外地带感了起来呢
52	丧尸
52	
52	
52	感觉海尔兄弟毒没被消 反而中毒更深了
52	
52	
52	
52	
52	
52	画风一下子走入了歧途
52	僵尸吗
52	喂喂眼神气场完全诡异起来了啊你们醒醒_∠）_
53	是哒
53	继续加油
53	然而榜单才第五
53	我们把榜单刷到第一
53	让他出现在电脑右侧热门榜上好吗？
53	
54	会咋处理呢？
54	
55	忘了单身多久了
55	是从正式上班没多久吗
55	不想被逼着相亲
55	单身有什么不好
55	真是的真是的
55	
56	每天至少有一万个自由基危害着体内的细胞
56	人体老化和生命都和自由基有密切关系
56	所以自由基又有百病之源之称
56	目前经医学界证实的抗氧化剂中
56	维生素C、维生素E及β胡萝卜素
56	被称为抗氧自由基三大元素
56	它们能在体内产生抗氧化作用
56	减少有害的自由基…
57	红豆泥？
57	我酷北竟然要嫁人了
57	…
57	六子的后妈嫁给了秘书
57	深井病何其多
57	呵呵
57	先回家照照镜子看看自己有koji十分之一的气场么
57	粉丝真的是疯了
58	国美做微商了
58	苏宁做微商了
58	海尔也做微商了.️你还在看不懂这趋势吗.不做可以别诋毁、我是微商我骄傲、如果什么都不懂喜欢臆想瞎说、那你真的是要考虑一下你的人生了.️ //t.cn/RLU824O
59	咱就是心情倍儿好 倍儿任性
59	刚刚返韩的飞机上右边坐在二狗后排狗哥你造同机的饭都觉得你扰民吗
59	在飛機上RAP的太大聲影響別人休息
60	的表现可从类似脂溢性皮炎的非炎症脱屑到伴脱发的严重脓疱性皮疹
60	即脓癣
60	伴或不伴鳞屑的脱发是头癣最常见的表现
60	脱发可以是散在斑片
60	也可累及整个头皮
60	治疗最好的方法是使用5天就能看到明显效果
60	一般3-9盒就能好 //url.cn/Jg4Zxq
61	
62	
62	我也不敢
62	感觉好尴尬
62	这样子以后尊上还敢一个人单独行动吗
62	要是我反正我不敢
63	人们越来越关注早教
63	将早教作为教育孩子必需的一项
63	说明人们的教育观念在转变
63	这是一件好事.可是
63	并不是所有的早教亲子园都在做早教
63	有一种早教虽然我们经常在说
63	但并不是真正的早教
63	而是.假如孩子上了这样的早教亲子园
63	上多了这样的课程
63	不仅毫无益处
63	甚至是有害
64	想中美图手机吗
64	赶紧买zoz水果面膜
65	网传标有数字6的热饮杯盖会
65	对此专家表示
65	数字代表杯盖的材料为聚苯乙烯
65	在超过90度等情况才会释放有毒物
65	但一般正规厂家的热饮杯盖都无毒
65	而市面上常见的热饮大多在90度以下
65	即使温度过高
65	一天要喝掉640杯
65	才可能对人体有害
65	
66	这里
66	222不够大是吗
66	在翻个888.88给左边吧
67	据在光耀大桥河东那边
67	冠亚星城好像发生了什么事
67	冒黑烟
67	有在附近的吗
68	压力很大或者心情不好的时候我会选择吃辣
68	而心情非常美好到无以言表的时候我只会选择吃甜
68	不是说好吃辣只能再一再二不再三的吗
68	可是马上我就要吃到第四天
68	
69	大美昕哎呀妈呀你都来极速全球跑了
69	我再不来为你跑几步
69	懒癌患者你可不得垫底了吗本次先为你加油 21
69	224步
69	静待我整装归来
69	为你和继续跑起来
69	//t.cn/RL6vruk
70	编辑部公布了2014年度十大流行语
70	分别是：顶层设计、新常态、打虎拍蝇、断崖式、你懂的、段舍离、失联、神器、高大上和萌萌哒
70	网民们发现
70	近期风靡的、、等词并未被收录
70	
71	看男人的皮肤白皙水嫩透亮做女人的有何感想？
71	10盒1050元
71	再买面膜就是105元了哦皮肤就可以一直白嫩白嫩了哦现在买一盒子面膜
71	送一只撕拉唇彩
71	划算吧？
71	
72	Kiehls 套装手快有手慢没哦～专柜活动到30号木有啦
72	抓紧时间～3步曲送4个中样～带去旅行多好 再次告诉大家盒子和里面的草都是展示用的
72	谁去买都没有盒子的.
72	里面的小样也是随机配送的
72	送完后会换其他的送~~
73	如果庚庚最后不是第一
73	
73	看下一组比赛就发现了
73	满满一杯子的球
73	水浇在球上
73	把球打出去了
73	我庚是靠水的浮力让球飘出去的
73	我直播的时候也发现了
73	竞技的公平性
73	笑死人了
73	节目组别丢人了好吗
74	经常吃些降脂清肠的食物
74	不仅能排除油腻
74	更能保护心血管
74	防止哦
74	①燕麦：降胆固醇、降血脂②洋葱：有助于血栓的溶解③玉米：可降低胆固醇并软化血管④山药⑤海藻⑥银耳⑦芹菜⑧山楂
74	
75	
75	卧槽
75	想要
75	海尔最近是开了挂吗
75	just buy it
75	高科技手办
75	可怕的海尔
75	
75	
75	海尔在洗涤黑科技之路上欢乐狂奔中
76	老娘去之间要开始健身了
76	毒唯们等着吧
76	不骂能你们难道还不能打吗
76	毒唯们真当裆妹吃软怕硬是吧
76	嘿
76	两边的毒唯们注意了
76	揍狠点
76	我记得有人放下狠话
76	说让我们9.20过清明节
77	不都是这样吗
77	安慰别人的时候头头是道
77	自己遇上点过不去的坎立马无法自拔
77	道理都懂
77	只是情绪作祟
77	故事太撩人
77	
78	开学就这种天气吗回来要带伞
79	雪宝是不是唱歌最好听 是
79	转发过万有未播花絮皮下想看 你们想看吗
80	大早上神志不清 把花臂看成了花臀…还想着又不穿开裆裤 纹屁股不白瞎吗
81	虽然听起来有些奇怪
81	不过使用牙线确实可以降低患心血管疾病的风险
81	这一做法能够预防牙龈问题
81	防止牙龈发炎或感染
81	避免有害细菌进入血液
81	
82	
82	意外地带感了起来呢
82	丧尸
82	
82	
82	感觉海尔兄弟毒没被消 反而中毒更深了
82	
82	
82	
82	
82	
82	画风一下子走入了歧途
82	僵尸吗
82	喂喂眼神气场完全诡异起来了啊你们醒醒_∠）_
83	一直等着你111
83	我要翻了 左边在吗
83	1到999说一个金额 睡前最后一翻囖
84	谁他妈跟你说
84	中国是拿到美军技术才发展这么多机型的？
84	简直有病吧
84	//t.cn/RLs6PkB（分享自
85	我美吗～大声告诉我
86	要不是因为爱早写言情去了
86	
86	知音吓尿，【现在才发现当年给我的稿费好高啊救命
86	，知音稿费那么高，我们为什么看不起知音体【晕  我去写言情了
86	嗯...同人本确实
86	一般是千字二十
87	这么给力的活动
87	有木有
87	有木有
87	
88	ios的大辣子居然是全球性的吗，里面再说英语唉😐
89	苏宁易购即将打响
89	海尔厨卫家电整装待发
89	我猜会有各种家电整点秒杀
89	满即送
89	领券购物
89	各种降价抢购等疯狂活动
90	
90	嗯
90	应该是伤了
90	不过应该没什么大碍
90	右手是受伤了吗
90	
90	发型什么的都不重要
90	关键看脸
90	脸长的好
90	怎么折腾都迷shi个人
91	目前没有证据证明伟哥会产生耐药性
91	一般来说
91	药物的耐药是指患者在服用药物时
91	需要增加药物剂量才能达到治疗效果
91	大多数ED患者口服1—2次伟哥就会有良好效果
91	如果服用无效
91	就要及时寻找原因
91	
92	哈哈哈该吃药了
92	蛇精病哈哈哈哈
92	哈哈哈哈哈哈哈哈哈哈哈哈笑的停不下来
92	哈哈哈哈哈哈
92	卧槽哈哈哈哈哈哈
92	哈哈哈哈哈哈哈这反转惊人哈哈哈
92	哈哈哈哈笑的我肚子疼 哈哈哈哈
93	所以玛丽并不是占便宜
93	她就是想用座长给舞台上的大家拍个照儿
93	座长
93	
93	
93	
93	打开照相是按中间吗
93	hhhh
93	
93	大萌神牌的翻盖手机
94	「壕」
94	壕
94	
94	
94	吗呀
94	壕
94	
94	
94	
94	真壕
94	转发即可roll5kdmm
94	提督审神限定
94	支付宝转账
94	
95	我发我发
95	这张你p得最走心
95	大半夜非要我放出来吓人大摄影师你还满意吗
96	这图图是最近的吗
96	好少年
96	小亲亲眉毛好喜感
97	get
97	
97	可是渊博是个和尚啊
97	哈哈哈哈哈哈get
97	真是实用的技能
97	感觉能让很多服务推销哑口无言
97	这个逼我给10分
97	会玩
97	好像get到了不得了的技能...
98	“胃不好
98	总是不舒服，猴姑饼干
98	猴头菇制成
98	上午吃一点
98	下午吃一点
98	养胃
98	”这段广告频繁出现在各大卫视
98	不过专家表示
98	该产品并没有保健食品专属的标志
98	只是普通食品
98	涉嫌虚假宣传
98	猴菇饼干是否具有保健作用
98	还需要医学的实验确认
98	
99	是微熟鸡蛋
99	消化需1小时30分钟，鸡蛋是半熟鸡蛋
99	消化时间约2小时，煮沸时间过长鸡蛋
99	消化要3小时15分
99	其中最有益健康
99	（备注：凉水下锅
99	水开后算好5分钟
99	煮出来的鸡蛋既被杀死了有害病菌
99	又能较完整地保
100	山东有店吗
101	你还好吗过得怎么样天气是阴或晴长高了吗变得胖或瘦头发长了还是剪短了 少了我的陪伴你是否还习惯 现在陪伴着你的人是否比我更好 你是否偶尔会想起我 记住天气凉了就要多穿衣服 少喝酒别抽烟别熬夜 不该的人就别为他掏心掏肺 关系虽不如以前但关心依旧 毕竟曾经你我情深似兄妹
102	
102	哇呀呀好可爱啊
102	
102	
102	哇猫猫
102	
102	万一万一
103	承山穴：消除小腿脂肪，足三里：消除小腿浮肿，血海穴：消除腿部堆积的脂肪
103	同时改善月经不调，曲池穴：美化臂部皮肤
103	改善干燥粗糙的状况，风市穴：排除大腿多余水分
103	使大腿变苗条，肱中穴：使手臂变纤瘦
103	看电视神马的时候也别闲着哦
103	
104	那得有配合他的体系的人
104	
104	
104	他明摆着不适合湖人
104	根本就是小巴斯瞎闹
104	搞得两败俱伤
104	再说了就算是当时的太阳
104	不一样木有防守么
104	想拿总冠军
104	德帅不适合==
105	葡萄酒对气味十分敏感
105	为了防止难闻的气味影响葡萄酒
105	应保证良好的通风
105	由于储藏过程中葡萄酒时刻都在通过软木塞进行
105	所以要用流动的新鲜空气驱赶酒窖中的霉味和腐烂的气味
105	在大型的葡萄酒储存设施中
105	空气的过滤也是必不可少的措施
105	这样可以防止有害细菌和气味侵入
105	
106	①软柿子：抗疲劳的作用
106	②橙子：帮助经常吸入废气的人排除体内的毒素
106	③菠萝：有消炎和消肿的作用
106	能改善血液循环
106	④香蕉：缓和紧张的情绪
106	提高工作效率
106	降低疲劳
106	⑤猕猴桃：提高免疫力
106	⑥芒果：延缓皱纹生成
106	⑦番茄：有抗氧化作用
106	
107	很多MM都是夜猫一族
107	可是你知道吗？
107	其实熬夜很容易导致毛孔出状况
107	加上电脑等多种辐射也会让毛孔变粗
107	还有就是很多MM习惯用手挤痘痘
107	这样也会导致得不偿失的后果
107	所以MM们应该养成好的作息
107	避免长时间对着电脑
107	用完电脑后用洗脸
107	还有就是不要用手挤压痘痘等
107	
108	
108	虽然很cute
108	但这样黑我庚真的好吗
109	这傻逼儿子敢来吗 飞机估计都得被炸掉 //t.cn/RLsxvnB
110	1、多快走
110	多纵跳
110	多抬腿，少坐
110	少站
110	少蹲
110	这样可以防止下肢血液循环不畅，2、在每一个可能的时候踮脚，3、不跷二郎腿，4、少熬夜，5、多吃香蕉、菠菜、紫菜等含钾食物
110	排除多余水分，避免脂肪堆积以及水肿，6、坚持温水泡脚
110	并按摩5分钟
110	肌肉放松
110	增加弹性
110	
111	提升车内空气质量
111	除挑选符合标准车型外
111	应尽量减少新车装饰带来的二次污染
111	车主为车辆更换真皮座椅、脚垫等行为
111	极有可能增加车内有害物质的浓度
111	真皮、人造皮革、塑料等在制造过程中
111	会残留有机化合物
111	
112	所谓山洞
112	就是在山下打个洞供火车行驶
112	是我智商不够么
112	山洞
112	地洞是啥
112	想聊
112	但是一会一个地洞
112	哦大概我糊了
112	左边有人版聊吗
113	我交了钱来上课
113	我有事不能上课
113	你凭什么不让我请假
113	现在的老师就是摆不正自己的位置
113	你以为我们是员工吗
113	我们是顾客
113	
114	我坎坷的休假路
114	被你们搞的心情全无
114	一个多月假没批
114	好不容易批了又通知取消一切休假
114	尽快返回
114	真是服了
114	到了北京限号
114	只好绕行
114	车又抛锚
114	师傅说看一眼200
114	真黑呀
114	诸事不顺
114	想怎么地？
114	
115	韩圣浩去死吧
115	我家五宝就只是你的赚钱工具而已吗
115	亏洪基那个傻孩子还在节目中说过感谢FNC的话
115	你忘了你公司成立当初都是谁立的功劳了
115	良心被狗吃了吧
115	现在什么都是新团优先
115	什么都是让他们自己解决
115	限制他们发展
115	是怕他们抢师弟团风头吗
116	反正我在各大卫视看到了西游记仙剑奇侠传甄嬛传爱情公寓 没好好看电视能不瞎比比吗
116	天天看嫌烦
116	看不到又觉得失去了什么
116	怀念
117	被称为世界上最慢的快车
117	只因为它8小时才走完290公里的全程
117	期间跨越291座桥梁
117	穿过91座隧道
117	翻过海拔2033米的欧伯拉普山道
117	在这样不拥挤、又优雅、又能吃美食的火车里旅行
117	太美好了有木有
117	
118	
118	敬业的吴亦凡阿弥陀佛
118	圣僧从哪里来？
118	又往哪里去？
118	
119	这个盒子是我们的持仓吗
119	炒股决不能这样啊
120	今天又是什么虐狗的日子吗
120	为啥那么多人直接的间接的晒身材
120	又肥又皮肤过敏的人心好累
120	好在我的男神们每天帅出新高度
120	嗯
121	
121	狗鲵们答应我见转好吗
121	人家都欺负到我宝头上来了
121	真当个体户好欺负啊
121	//
122	有一人乘飞机晕机
122	忍不住要吐
122	赶紧让空姐拿一个塑料袋
122	不料
122	晕得太严重了
122	很快塑料袋就要吐满了
122	空姐说：“你忍一下我再去拿一个
122	” 空姐回来后
122	发现竟然满地都被吐上了
122	空姐生气的问：“怎么回事？
122	” 乘客说：“我一看马上要吐满了
122	就赶紧喝了一口
122	结果没想到其他所有人都吐了
123	
123	
123	吓死本宝宝了
123	最右逗我//
123	右边看清楚
123	我我我我
123	看到我炙热的双手了吗
123	破10w就抽
123	
123	此条微博下转发我抽五人支付宝给我打100元
123	
124	技能树好像歪了but很带感
124	兄弟开挂
124	好好当你的冰箱啊
124	
124	
124	搞什么鬼
124	
124	海尔要开挂
124	海尔致力于开发黑科技
124	，独居者再也不怕饿死在家了是吗
125	噢噢噢噢好帅
125	
125	帅
125	
125	噢噢噢噢哦哦好帅
125	我喜
125	好带感
125	
125	
125	
125	司机帅
125	
125	卧槽司机好帅 要死…
125	这个好棒
125	//
126	888 想换单反 不想全让妈妈出钱 自己也在兼职 想要888
126	我要翻了 左边在吗
126	1到999说一个金额 睡前最后一翻囖
127	
127	哈哈哈
127	hhhhhh
127	
127	有病啊哈哈哈哈
127	哈哈哈超有病
127	用脸盆喝卡布奇诺 喝出朋克的感觉
127	哈哈哈神经啊
127	
127	
127	
128	博主你被坑了吗我还以为免费在地铁拿的
128	看到N多人在坐着地铁看
128	他们看完我就问他们拿了
128	最后在垃圾桶里也超多
128	然后我捡了一份
129	哈哈哈
129	
129	好可怕
129	还好今年没死猪
129	这两天正在写烟囱仔和穆玛抗涝
129	比这个还惨一点
129	
129	坐拥龙宫吗这是，
129	救命23333黄浦江的
130	这就几千了
130	
130	
130	然后有我吗
130	
130	
130	我保证一刷就发了
130	
131	天城你在做什么
131	
131	有吃撑感觉下一秒就要倒
131	好好好
131	转发微博
132	
132	老韩
132	我有任性的自拍技巧
132	爸爸虽然有颜任性 但是也不能只糊自己啊
132	
133	
133	
133	
133	还有这样的杂碎？
133	看他多么投入 感觉多好？
133	
133	
133	原来跑调
133	奏是和谐的声音
133	
133	
133	哎哎哎
133	县委书记同志跑调了知道不
134	个人认为大盘大跌是好事
134	与其十天跌晚
134	不如一次痛够
134	不就是一两个跌停的事情吗？
134	七八个跌停都经历了
135	
135	千纸鹤们都点开右图看看 饼家直接在文章里rs我爱豆哦 饭圈最毒可不是说说笑的 这名博主也是资深千黑 谁再去给贱鸡家说理就自掌嘴巴吧
135	也希望我们家圣母看清楚了 写文章洗脑处处针对我爱豆的鸡什么时候能死？
135	？
135	？
135	//t.cn/RLsoerV
136	有毒
136	中毒了
136	意外地带感了起来呢
136	丧尸
136	
136	
136	感觉海尔兄弟毒没被消 反而中毒更深了
136	
136	
136	
136	
136	
136	画风一下子走入了歧途
136	僵尸吗
136	喂喂眼神气场完全诡异起来了啊你们醒醒_∠）_
137	香港代购韩国ABOUT ME柠檬排毒膏亮白按摩霜
137	5分钟揉出泛黄毒素
137	温和去角质去黄气的同时可以看的见的排除肌肤内毒素
137	改善黯沉等多种肌肤问题
137	用过肌肤细腻滑嫩
137	坚持使用
137	还会有美白的效果噢
137	美白祛黄有效排出皮肤毒素和老化角质
137	打造轻盈透白的无暇美肌
137	告别黄脸婆就这么简单[抠鼻]
138	好好
138	意外地带感了起来呢
138	丧尸
138	
138	
138	感觉海尔兄弟毒没被消 反而中毒更深了
138	
138	
138	
138	
138	
138	画风一下子走入了歧途
138	僵尸吗
138	喂喂眼神气场完全诡异起来了啊你们醒醒_∠）_
139	脐水平线和腹白线为标志将子宫直角分成四个象限
139	测量各象限最大羊水池的垂直径线
139	四者之和为羊水指数
139	正常值范围是5-18cm
139	在妊娠任何时期羊水量超过2000ml者
139	并发妊高征、早产、胎膜早破、胎位异常等
139	妊娠足月时羊水量少于300ml者
139	易发生胎位不正
139	胎儿
140	端午节到了
140	一女性朋友在群里发端午节求粽子没打好发成了求种子
140	你能想象男性朋友的响应吗
140	图片压缩包一个接一个
140	只见室友默默地给她发了十元的红包
140	然后那晚室友没回来过
140	
140	
140	鄄城上上城业主
141	哈尔滨都雾霾了...
141	
141	有没有你的城市？
141	
142	海尔还能再神奇一点吗
143	歪
143	幺幺零吗
143	好可爱啊哈哈哈
143	哈哈哈哈哈哈哈哈哈哈哈哈憋死宝宝了
143	哈哈哈哈受不了了
143	我先哭为敬
144	肉呈酸性
144	吃太对血液会显酸性
144	不仅不能提高抵抗力
144	对身体也会有害
144	饮食方面
144	建议多吃水果、蔬菜
144	补充足维生素等营养成风可增强身体抵抗力
144	
145	
145	甜到想报警
145	当头一击
145	
145	虐狗都不能打110了ˊ_>ˋ
145	打110已经没用了
145	喂110吗
146	
146	你奶奶的现在才去洗
146	
146	
146	花奶奶傻逼
146	我要去洗澡了
146	睡你麻痹
146	起来嗨
146	睡麻痹
146	都起来嗨//感觉瞬间安静了
146	有啊
146	右边是没话了吗
146	速度快
146	还可以互动//
147	#海尔
147	让爱回家#你来支持了吗？
147	快来吧 //t.cn/RZDRrHk
148	一般是由细菌感染引起的
148	但是这时候一般不需要使用抗生素
148	同时也不宜给宝宝服用止泻药
148	因为止泻药会妨碍到宝宝体内感染性病原体随大便排出
148	对宝宝的身体会产生有害的作用
148	
149	呵呵我比较喜欢海尔星厨冰箱
149	用手机就可以操控你心动了吗
150	1、多找与同事话题
150	职场新人初入公司时
150	先要和公司老同事混熟
150	才能更好hold住职场
150	2、敏锐判断力
150	新人初入职场要有敏锐的判断力
150	才能分辩出对自己有利有害的东西
150	3、开放表达自己
150	把自己最佳状态呈现在大家面前
150	这样才能hold全场
150	
151	未必可行
